A | סופרמרקט | department | depth 0 | path A | pathHe סופרמרקט | url https://www.shufersal.co.il/online/he/A
B020208 | מבצעים שוים שאסור לפספס | depth8 | parent B030501 קרמים | depth 8 | path B>A>B03>A31>B0305>A3126>B031206>B030501>B020208 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > קרמים > מבצעים שוים שאסור לפספס | url https://www.shufersal.co.il/online/he/c/B020208
A312606 | טיפוח פנים | leaf | parent B020208 מבצעים שוים שאסור לפספס | depth 9 | path B>A>B03>A31>B0305>A3126>B031206>B030501>B020208>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > קרמים > מבצעים שוים שאסור לפספס > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
A500501 | Online Only | depth8 | parent B030501 קרמים | depth 8 | path B>A>B03>A31>B0305>A3126>B031206>B030501>A500501 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > קרמים > Online Only | url https://www.shufersal.co.il/online/he/c/A500501
A312606 | טיפוח פנים | leaf | parent A500501 Online Only | depth 9 | path B>A>B03>A31>B0305>A3126>B031206>B030501>A500501>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > קרמים > Online Only > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
A312606 | טיפוח פנים | leaf | parent B030501 קרמים | depth 8 | path B>A>B03>A31>B0305>A3126>B031206>B030501>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > קרמים > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
B030502 | מוצרי טיפוח לילה | depth7 | parent B031206 לוריאל - Loreal Cosmetic | depth 7 | path B>A>B03>A31>B0305>A3126>B031206>B030502 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > מוצרי טיפוח לילה | url https://www.shufersal.co.il/online/he/c/B030502
B020208 | מבצעים שוים שאסור לפספס | depth8 | parent B030502 מוצרי טיפוח לילה | depth 8 | path B>A>B03>A31>B0305>A3126>B031206>B030502>B020208 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > מוצרי טיפוח לילה > מבצעים שוים שאסור לפספס | url https://www.shufersal.co.il/online/he/c/B020208
A312606 | טיפוח פנים | leaf | parent B020208 מבצעים שוים שאסור לפספס | depth 9 | path B>A>B03>A31>B0305>A3126>B031206>B030502>B020208>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > מוצרי טיפוח לילה > מבצעים שוים שאסור לפספס > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
A500501 | Online Only | depth8 | parent B030502 מוצרי טיפוח לילה | depth 8 | path B>A>B03>A31>B0305>A3126>B031206>B030502>A500501 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > מוצרי טיפוח לילה > Online Only | url https://www.shufersal.co.il/online/he/c/A500501
A312606 | טיפוח פנים | leaf | parent A500501 Online Only | depth 9 | path B>A>B03>A31>B0305>A3126>B031206>B030502>A500501>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > מוצרי טיפוח לילה > Online Only > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
A312606 | טיפוח פנים | leaf | parent B030502 מוצרי טיפוח לילה | depth 8 | path B>A>B03>A31>B0305>A3126>B031206>B030502>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > מוצרי טיפוח לילה > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
B030506 | סרום ושמן לפנים | depth7 | parent B031206 לוריאל - Loreal Cosmetic | depth 7 | path B>A>B03>A31>B0305>A3126>B031206>B030506 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > סרום ושמן לפנים | url https://www.shufersal.co.il/online/he/c/B030506
A312606 | טיפוח פנים | leaf | parent B030506 סרום ושמן לפנים | depth 8 | path B>A>B03>A31>B0305>A3126>B031206>B030506>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > לוריאל - Loreal Cosmetic > סרום ושמן לפנים > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
B050701 | רגע בשבילכם - מוצרי פארם וקוסמטיקה | depth6 | parent A3126 טיפוח גוף ופנים והגנה מהשמש | depth 6 | path B>A>B03>A31>B0305>A3126>B050701 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה | url https://www.shufersal.co.il/online/he/c/B050701
B031206 | לוריאל - Loreal Cosmetic | depth7 | parent B050701 רגע בשבילכם - מוצרי פארם וקוסמטיקה | depth 7 | path B>A>B03>A31>B0305>A3126>B050701>B031206 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > לוריאל - Loreal Cosmetic | url https://www.shufersal.co.il/online/he/c/B031206
B030501 | קרמים | depth8 | parent B031206 לוריאל - Loreal Cosmetic | depth 8 | path B>A>B03>A31>B0305>A3126>B050701>B031206>B030501 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > לוריאל - Loreal Cosmetic > קרמים | url https://www.shufersal.co.il/online/he/c/B030501
B020208 | מבצעים שוים שאסור לפספס | depth9 | parent B030501 קרמים | depth 9 | path B>A>B03>A31>B0305>A3126>B050701>B031206>B030501>B020208 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > לוריאל - Loreal Cosmetic > קרמים > מבצעים שוים שאסור לפספס | url https://www.shufersal.co.il/online/he/c/B020208
A312606 | טיפוח פנים | leaf | parent B020208 מבצעים שוים שאסור לפספס | depth 10 | path B>A>B03>A31>B0305>A3126>B050701>B031206>B030501>B020208>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > לוריאל - Loreal Cosmetic > קרמים > מבצעים שוים שאסור לפספס > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
A312606 | טיפוח פנים | leaf | parent B030501 קרמים | depth 9 | path B>A>B03>A31>B0305>A3126>B050701>B031206>B030501>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > לוריאל - Loreal Cosmetic > קרמים > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
B030501 | קרמים | depth7 | parent B050701 רגע בשבילכם - מוצרי פארם וקוסמטיקה | depth 7 | path B>A>B03>A31>B0305>A3126>B050701>B030501 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > קרמים | url https://www.shufersal.co.il/online/he/c/B030501
A312606 | טיפוח פנים | leaf | parent B030501 קרמים | depth 8 | path B>A>B03>A31>B0305>A3126>B050701>B030501>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > קרמים > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
B030504 | מוצרי טיפוח טיפוליים לפנים | depth7 | parent B050701 רגע בשבילכם - מוצרי פארם וקוסמטיקה | depth 7 | path B>A>B03>A31>B0305>A3126>B050701>B030504 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > מוצרי טיפוח טיפוליים לפנים | url https://www.shufersal.co.il/online/he/c/B030504
B030501 | קרמים | depth8 | parent B030504 מוצרי טיפוח טיפוליים לפנים | depth 8 | path B>A>B03>A31>B0305>A3126>B050701>B030504>B030501 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > מוצרי טיפוח טיפוליים לפנים > קרמים | url https://www.shufersal.co.il/online/he/c/B030501
A312606 | טיפוח פנים | leaf | parent B030501 קרמים | depth 9 | path B>A>B03>A31>B0305>A3126>B050701>B030504>B030501>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > רגע בשבילכם - מוצרי פארם וקוסמטיקה > מוצרי טיפוח טיפוליים לפנים > קרמים > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
B030503 | מסכות פנים | depth6 | parent A3126 טיפוח גוף ופנים והגנה מהשמש | depth 6 | path B>A>B03>A31>B0305>A3126>B030503 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > מסכות פנים | url https://www.shufersal.co.il/online/he/c/B030503
A312606 | טיפוח פנים | leaf | parent B030503 מסכות פנים | depth 7 | path B>A>B03>A31>B0305>A3126>B030503>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > מסכות פנים > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
B030504 | מוצרי טיפוח טיפוליים לפנים | depth6 | parent A3126 טיפוח גוף ופנים והגנה מהשמש | depth 6 | path B>A>B03>A31>B0305>A3126>B030504 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > מוצרי טיפוח טיפוליים לפנים | url https://www.shufersal.co.il/online/he/c/B030504
A312606 | טיפוח פנים | leaf | parent B030504 מוצרי טיפוח טיפוליים לפנים | depth 7 | path B>A>B03>A31>B0305>A3126>B030504>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > מוצרי טיפוח טיפוליים לפנים > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
B030501 | קרמים | depth6 | parent A3126 טיפוח גוף ופנים והגנה מהשמש | depth 6 | path B>A>B03>A31>B0305>A3126>B030501 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > קרמים | url https://www.shufersal.co.il/online/he/c/B030501
A312606 | טיפוח פנים | leaf | parent B030501 קרמים | depth 7 | path B>A>B03>A31>B0305>A3126>B030501>A312606 | pathHe פארם וקוסמטיקה > סופרמרקט > טיפוח פנים > פארם וטיפוח > מוצרי טיפוח פנים > טיפוח גוף ופנים והגנה מהשמש > קרמים > טיפוח פנים | url https://www.shufersal.co.il/online/he/c/A312606
